filename,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,mel_1,mel_2,mel_3,mel_4,mel_5,mel_6,mel_7,mel_8,mel_9,mel_10,mel_11,mel_12,mel_13,mel_14,mel_15,mel_16,mel_17,mel_18,mel_19,mel_20,mel_21,mel_22,mel_23,mel_24,mel_25,mel_26,mel_27,mel_28,mel_29,mel_30,mel_31,mel_32,mel_33,mel_34,mel_35,mel_36,mel_37,mel_38,mel_39,mel_40,mel_41,mel_42,mel_43,mel_44,mel_45,mel_46,mel_47,mel_48,mel_49,mel_50,mel_51,mel_52,mel_53,mel_54,mel_55,mel_56,mel_57,mel_58,mel_59,mel_60,mel_61,mel_62,mel_63,mel_64,mel_65,mel_66,mel_67,mel_68,mel_69,mel_70,mel_71,mel_72,mel_73,mel_74,mel_75,mel_76,mel_77,mel_78,mel_79,mel_80,mel_81,mel_82,mel_83,mel_84,mel_85,mel_86,mel_87,mel_88,mel_89,mel_90,mel_91,mel_92,mel_93,mel_94,mel_95,mel_96,mel_97,mel_98,mel_99,mel_100,mel_101,mel_102,mel_103,mel_104,mel_105,mel_106,mel_107,mel_108,mel_109,mel_110,mel_111,mel_112,mel_113,mel_114,mel_115,mel_116,mel_117,mel_118,mel_119,mel_120,mel_121,mel_122,mel_123,mel_124,mel_125,mel_126,mel_127,mel_128,contrast_1,contrast_2,contrast_3,contrast_4,contrast_5,contrast_6,contrast_7,power,pitch_mean,pitch_std,voiced_fr,rms,spec_cent,spec_bw,rolloff,zcr,spectral_flatness,spectral_flux_1,spectral_flux_2,spectral_flux_3,spectral_flux_4,spectral_flux_5,spectral_flux_6,spectral_flux_7,spectral_flux_8,spectral_flux_9,spectral_flux_10,spectral_flux_11,spectral_flux_12,spectral_flux_13,spectral_flux_14,spectral_flux_15,spectral_flux_16,spectral_flux_17,spectral_flux_18,spectral_flux_19,spectral_flux_20
(I Cant Get No) Satisfaction_clean.wav,-169.7603,161.83861,-62.014248,48.120033,4.5540686,19.80785,1.3929724,0.6348127,2.8283749,-1.3440818,3.3958364,-5.158112,-0.6514634,-0.72553885,1.314051,-1.1742647,-0.13643587,0.11799135,-2.6854773,-0.5627909,0.7427504,0.77167004,0.72254694,0.7103275,0.7943936,0.73323685,0.706434,0.6314406,0.69273823,0.730604,0.6884043,0.73749435,3.4238417,55.2018,98.466515,53.370552,48.620895,25.768024,19.197111,14.56076,17.520164,16.148829,16.21693,8.147685,9.5477085,12.260714,6.041602,7.2239847,4.1083717,5.3394732,4.5445547,4.5052285,7.9229703,6.1801596,3.0190477,2.181955,1.7926939,1.3986111,1.996495,2.2124786,1.6683675,1.0435435,1.8603597,3.5519395,1.9319979,1.2006207,1.8815608,2.4102147,1.3575037,0.75376284,0.86375403,1.0008724,1.6730678,1.1913283,0.9261687,2.3417125,1.7950196,1.1069391,1.3160038,1.6883353,1.2898579,1.4757224,0.97216415,1.2674347,1.825561,1.4425441,2.9381075,1.9798739,2.5992792,1.5903867,1.4386022,0.7037197,1.0616009,1.001874,0.98955745,0.878719,0.8681751,0.760047,0.69220847,0.5063882,0.40766698,0.52866304,0.3211794,0.3629321,0.36457244,0.40532508,0.31784222,0.2753985,0.28152868,0.2040495,0.23552725,0.22804515,0.20753771,0.1536817,0.10570547,0.108096324,0.16981132,0.18703128,0.10457236,0.06702826,0.05750578,0.050651237,0.04694419,0.06734588,0.06402572,0.05831465,0.035460565,0.023573678,0.0144061865,0.0126140015,0.011003687,0.010105772,0.007911408,0.0072151036,0.006351685,0.004094935,0.00377051,0.0036872919,0.003030636,0.0021422252,0.001983702,0.0012206557,0.00033836183,0.00027748948,0.00017593495,0.0001234731,9.1999624e-05,6.126417e-05,4.988631e-05,2.6982965e-05,1.7191227e-05,1.4059439e-06,4.147991e-09,4.166102e-09,4.1497343e-09,4.158489e-09,4.157457e-09,4.145802e-09,4.149151e-09,4.159783e-09,15.933083590884511,9.909372722305232,14.07141504536977,15.677189449476732,15.555179992379657,17.379409419321874,40.97584218779237,0.02298584587787321,98.23987313102073,22.342304721671105,0.27507290791359795,0.13747093,2743.555520421298,2593.299779982391,5263.257245030832,0.07086548798873017,0.03231315,3.0170617e-09,0.0,-1.8856634e-09,-2.2627962e-09,3.2527696e-09,-1.7913804e-09,4.007035e-09,-2.1213715e-09,1.2963937e-09,-2.2627962e-09,3.5120482e-09,-3.2999112e-10,1.3435353e-09,2.8520661e-09,-1.1313981e-09,-1.6735263e-09,8.01407e-10,1.8620927e-09,2.5456457e-09,-5.6569904e-10
Ajab Si_clean.wav,-167.0958,130.97942,5.2080045,40.317055,3.650224,34.7282,-17.624096,15.579361,-7.0198083,3.2290516,-8.665257,6.2906685,-1.6804637,-2.0392663,-1.7399423,-3.15272,2.083842,-2.743498,2.9976816,-3.6475348,0.5133927,0.45070487,0.4808827,0.61917114,0.541274,0.54228437,0.4943279,0.5723364,0.6718836,0.5986837,0.6082235,0.5071809,25.76759,125.25247,166.78737,91.28024,60.542637,60.206978,72.26224,38.002426,30.893112,35.377422,26.149532,19.744244,53.480476,41.835724,27.64662,22.488089,18.891748,9.731141,6.363425,10.674015,4.340635,5.998573,6.557493,2.1410077,3.8063197,3.2620714,4.430134,1.0753679,1.9828883,6.6357346,2.7884119,1.0474746,2.441846,3.2620575,1.0790286,0.7074111,0.90053934,1.4825256,5.593155,3.000787,1.152185,2.1231544,2.6180687,1.2794368,1.0393298,1.7460041,1.5071127,2.8350532,2.9162009,0.96712255,1.244671,1.767576,0.52788496,0.46134272,1.7884439,1.2502526,1.1338472,0.76365745,0.71823204,0.9949416,1.6438195,0.8025346,0.7581379,2.0782723,1.4021485,0.68722373,0.5396478,0.567662,0.20530696,0.26959014,0.3814364,0.27140903,0.45099157,0.4416043,0.3073748,0.28073236,0.15822986,0.060489524,0.04359438,0.047257774,0.04328923,0.05531717,0.0516131,0.040019896,0.035939123,0.079634234,0.055685468,0.041696817,0.046661783,0.051553704,0.047714125,0.049622435,0.053390276,0.053086493,0.06008177,0.06454399,0.085531436,0.108040676,0.1044927,0.07808739,0.06343989,0.06515553,0.06351234,0.05517917,0.060209278,0.07015116,0.062365808,0.060095683,0.053067263,0.0404679,0.038098477,0.03665345,0.03187256,0.04168611,0.024395352,0.017476672,0.01403203,0.010052389,0.007849275,0.0005146404,8.867593e-06,1.43355655e-05,5.5793325e-06,5.6535464e-06,9.356404e-06,6.8096165e-06,7.808809e-06,1.0912172e-05,16.61280528250259,12.967280812620933,18.73728317849358,21.714506644436362,23.887292787826997,26.801210332587246,41.14922102815885,0.044065270551035284,155.97869714841153,73.60401217713128,0.4164304588037473,0.19047733,2734.370742490426,3701.001830046815,6141.556088889472,0.050164558874309394,0.0026878186,-1.4662044e-08,1.4662044e-09,9.1637774e-11,7.331022e-10,-1.6494799e-09,-2.3825821e-09,1.4662044e-09,-1.0996533e-09,-1.0538344e-09,-1.0996533e-09,-5.4982663e-10,-1.8327555e-09,1.4203855e-09,-1.8327555e-10,2.06185e-09,1.855665e-09,-2.9782277e-10,-3.665511e-10,-7.331022e-10,-1.8327555e-09
Ajib Dastan Hai Yeh_clean.wav,-156.25818,198.05489,-10.79842,3.6452506,-25.021488,33.27574,-1.0317569,-22.967407,10.450482,3.959136,-21.731766,-0.37380013,1.6517104,-7.0556827,-1.0870373,0.6880359,2.3792384,-5.9989696,2.9555485,-1.1450182,0.4256094,0.5405503,0.4618317,0.4711908,0.38742697,0.4053508,0.46490753,0.4053383,0.42791355,0.41026023,0.4851855,0.4441081,5.9493937,27.355764,84.38835,59.970177,33.252743,23.201494,41.508545,66.39811,146.13034,125.70799,110.636024,136.7671,168.97949,142.63306,133.98065,98.11308,63.448067,104.6142,46.387535,67.21735,21.009281,15.620856,43.972767,46.976658,14.776152,15.579717,22.65704,12.561056,18.704107,24.208784,24.568583,28.291191,14.06499,30.263369,61.598564,34.039078,15.110722,22.159986,28.008505,13.572707,9.695506,14.209523,14.334518,19.214752,11.023005,4.3614807,7.0291286,10.4589,4.0463414,3.1263607,7.429673,6.1141047,2.5992045,2.2200887,3.192722,2.6080217,5.142795,2.4161217,1.4528927,2.5056639,1.8777323,0.6693372,0.92600936,1.4034047,0.820166,1.0629251,0.71849227,0.4736228,0.5635704,0.5213484,0.22428769,0.12887143,0.16403285,0.08835479,0.046979267,0.021075828,0.01796533,0.046012457,0.050826788,0.050741874,0.05033548,0.050541867,0.049223024,0.048044927,0.049320586,0.048135206,0.045874346,0.052731674,0.055864986,0.060933985,0.067749865,0.050246537,0.044940364,0.044023223,0.04659613,0.036534984,0.025259195,0.02885007,0.018952468,0.017468365,0.014358682,0.012024848,0.010220065,0.008054078,0.0056406343,0.0034916864,0.0024895843,0.0018697311,0.0015053516,0.0012748099,0.0010096318,0.0010591572,0.001008786,0.0011409561,0.001051094,0.0008256132,0.00061166444,2.9303576e-05,5.398282e-06,3.7794874e-07,4.8777746e-09,4.9399196e-09,5.20522e-09,4.7901936e-09,4.9461457e-09,4.6691966e-09,4.634263e-09,4.795083e-09,11.997998908538529,11.416375340780114,17.38501358412468,19.09213059780631,25.062259986043035,34.98004268115332,43.648395587642966,0.09847130574835593,270.9357245168774,115.84153904048564,0.5791738728230704,0.30034646,1492.9008918593,1912.0811091611952,2538.9078105046906,0.03507064416125367,0.00032804694,0.002945419,0.0027814,0.00018540354,-0.0011816571,-0.0010128531,-0.00053021807,-0.0003122463,-0.0001689462,-5.9685543e-05,8.528446e-06,0.00016979607,0.00022659903,-0.0001418384,-0.00056003744,-0.0003410918,0.0003639161,0.00078721176,0.0007030983,0.0004438803,0.00011224569
All Along The Watchtower_clean.wav,-129.21,148.47125,-46.60808,48.578762,-6.917925,46.17459,-11.551571,6.0635533,12.884134,-8.07946,0.8933685,6.2591815,1.1777753,-6.307939,6.4738884,1.5065722,-2.0578976,1.1027068,-0.8122511,-5.1346607,0.68724215,0.565547,0.6025691,0.6236029,0.58595383,0.59122986,0.6194248,0.73638856,0.6480248,0.640676,0.66341823,0.6313044,11.026108,59.614006,125.7195,138.09093,57.07824,30.21066,32.9727,24.08899,15.1419115,12.205691,15.197013,15.42342,14.326699,6.68587,8.369693,12.723022,14.245133,9.93369,6.7807646,9.218202,5.091923,2.9922566,3.910146,2.462079,4.363988,2.7723897,1.1600345,1.0676537,1.6759185,2.722988,2.2232716,1.4882051,2.3237503,3.4507325,1.7192172,1.7175512,3.1388888,3.1191301,2.7528307,2.7756643,1.8651955,1.657918,2.9882782,2.5178037,2.33424,4.3458843,4.0732827,1.8877566,1.5826387,3.6344473,2.7028897,3.2827961,1.8042014,1.7176049,4.1218247,7.0917015,1.843927,1.2907466,3.1917973,2.5507784,2.3612266,2.245996,1.9642907,1.1650773,1.3899018,1.1278973,1.2240825,2.5608058,1.7616574,0.79917717,0.5462357,0.5390875,0.59178907,0.68081605,0.39347288,0.36926162,0.40008992,0.28469825,0.16988602,0.12228422,0.13263604,0.1591642,0.1579454,0.17586179,0.16505858,0.15047956,0.13957442,0.12016265,0.13205752,0.2293674,0.32443866,0.36032826,0.24496202,0.13971426,0.110467084,0.09345901,0.074795485,0.09647869,0.11245366,0.11041118,0.08275974,0.065959625,0.05340852,0.035020933,0.033523045,0.036941607,0.026996652,0.009659623,0.00811932,0.0052190293,0.0022679335,0.002038741,0.0011914432,0.0008826139,0.00068056845,0.00027100925,0.0002199373,0.00010761465,6.510565e-05,5.888043e-06,1.9168453e-07,1.9066289e-07,1.7754085e-07,1.6864182e-07,1.6726673e-07,1.6352097e-07,1.5776358e-07,1.593667e-07,18.500098026172413,11.00456655365126,15.507213030105618,18.28470020815608,21.809301317431718,31.954035963339503,46.13446029627251,0.034469776269183586,116.26907302895619,37.34334297500156,0.24832828209938904,0.17970389,2830.6673217706766,2983.31677198451,5952.321397162289,0.06730135007757253,0.006205677,4.4045385e-09,1.4681795e-09,1.8352243e-10,-3.6704487e-10,-2.0646274e-09,-2.2022693e-09,2.569314e-09,-1.3764182e-09,-2.2940304e-10,5.2303895e-09,-4.5880608e-10,-2.6610754e-09,-4.1751353e-09,-5.0239266e-09,-2.7528364e-09,-4.450419e-09,-1.1011346e-09,6.882091e-10,1.0323137e-09,6.882091e-10
All of Me_clean.wav,-223.84607,143.03848,-15.569999,25.780113,-14.619905,6.7667284,-13.699268,-9.935545,-11.858862,-10.487161,-15.740299,-5.8610687,-5.0814004,-9.100915,-6.813944,-10.102158,-4.216745,-4.334248,-1.7781084,-7.759977,0.5212824,0.48275304,0.45625913,0.5289,0.49114722,0.53767914,0.43696976,0.52526563,0.54668045,0.46322742,0.5241936,0.43333155,0.015484536,0.36451104,1.9113815,3.4474175,4.3257346,8.505975,25.086666,36.755756,40.131283,36.425163,45.607853,29.081503,48.92332,39.09357,35.71529,35.834324,45.027443,31.713587,10.922471,18.53578,12.960645,34.746708,41.740776,8.938675,39.247444,34.192905,22.133335,3.4467556,2.6896498,6.872636,3.3291714,1.0625867,3.744278,7.8701444,3.1960201,2.5474257,3.4292357,2.8469405,2.7044468,3.6139848,4.5427613,3.9521022,6.0257406,2.2651696,1.357768,5.609252,5.3165593,3.5461228,1.818769,2.018018,1.8207105,2.3504548,0.65196115,0.123578735,0.2836847,0.58342725,1.0931641,0.7722673,1.2184482,2.8615685,3.1227336,1.1839746,0.39106128,0.22489555,0.38993686,0.2264118,0.16553068,0.39741802,0.52385604,0.652204,0.61489475,0.46922854,0.3674304,0.18687008,0.0985019,0.06813661,0.07506432,0.05493509,0.056928374,0.049298678,0.04797659,0.05980234,0.054658536,0.071549326,0.06774002,0.077468015,0.071877226,0.060101345,0.050034255,0.052839816,0.059392687,0.06318345,0.0597146,0.049828984,0.0477052,0.0331552,0.024960874,0.029954122,0.024413086,0.016032472,0.015481936,0.014641426,0.0068663773,0.0065065436,0.0055326554,0.003992304,0.004665675,0.0039110235,0.002995097,0.0023401887,0.0015943536,0.0016149728,0.0010301521,0.0007506927,0.0005761164,0.0003855236,0.00032299606,0.00020878376,0.000120654186,9.455955e-06,6.0114776e-06,8.583757e-06,1.0359528e-05,2.5496865e-06,1.4390432e-06,2.6937228e-06,1.804991e-06,3.0915749e-06,16.083752183418913,13.553194412096602,19.50144383516229,23.424840292228613,27.115250672717313,26.12920881895013,37.79304396565397,0.033988136828265514,217.9487054866986,95.57068295272455,0.6731023538746363,0.16119413,2766.639106638383,2894.8076783922015,5162.966004467237,0.06725782268367211,0.05096287,-1.7296292e-09,5.765431e-10,-9.368825e-10,-5.8374985e-09,1.4413577e-10,-1.4413577e-09,-3.9637338e-10,-2.1620365e-10,-9.368825e-10,3.062885e-09,-3.4592584e-09,1.4413577e-09,-1.4413577e-09,1.8016971e-09,-8.648146e-10,-2.0539348e-09,1.2972219e-09,1.4413577e-10,-2.0899686e-09,-9.0084856e-10
And So It Goes_clean.wav,-262.02225,182.04318,-12.12584,-3.4784105,-1.6859562,2.153883,-18.618254,-1.9215077,-5.19966,-17.050377,-5.27169,-3.730614,-8.006686,-5.060713,0.293902,-4.06381,-0.49062902,-2.0155182,-2.8503268,-4.236309,0.6818414,0.5363328,0.5646348,0.50151,0.58479613,0.5168915,0.5265721,0.6614896,0.5398595,0.5444149,0.50087357,0.62501955,0.05402426,0.6835724,1.243831,1.092692,1.6903588,2.958967,3.3752153,4.0552325,5.166361,8.5009365,10.972046,9.814939,11.865595,8.048117,5.3309436,13.872046,14.003627,6.8530335,8.292346,3.898369,7.060378,4.3642445,1.6138623,1.9397444,6.1203794,3.5923452,1.4917161,2.3636844,2.0450926,0.8114038,1.3118114,2.1613965,1.3365657,1.7188312,0.9052251,0.6619862,1.0900404,0.74608636,0.4369568,0.54923916,0.86703545,0.56227785,0.30184558,0.32193568,0.46528164,0.87953854,0.7569063,0.2204582,0.2219341,0.3832784,0.21530893,0.17254943,0.2854505,0.4283548,0.18758714,0.24804857,0.17579749,0.1392356,0.2533652,0.17773111,0.120207444,0.13724464,0.21840355,0.14804739,0.13393505,0.097238734,0.07870829,0.095627144,0.11528147,0.063352175,0.037887387,0.05312403,0.04687229,0.042409923,0.04131545,0.037515834,0.017833464,0.01287317,0.008271187,0.0065891207,0.0058862106,0.005792045,0.0046298224,0.0046005724,0.0045287986,0.0042936797,0.00373129,0.0033773128,0.0033373972,0.003439683,0.0035678758,0.0031995536,0.0033060547,0.0041721514,0.004534372,0.004764727,0.0039896644,0.0049931114,0.0048742457,0.0042311354,0.002787988,0.0020505926,0.0013906206,0.0008574045,0.00087723986,0.0010259307,0.0010438091,0.00115737,0.0012499561,0.001124412,0.0010445345,0.0010400712,0.0006248205,0.00045793346,0.00035355464,0.00022816892,0.00016813124,9.396459e-06,7.27447e-07,4.712367e-08,5.900129e-09,5.059472e-09,5.8507665e-09,6.075441e-09,6.2242718e-09,4.7505435e-09,4.685389e-09,4.743131e-09,15.30213025693238,11.548986012576966,16.452243543333953,17.70670144239231,18.996364872884733,27.326161334591472,35.210360646833244,0.0072336087783359555,155.84786401880447,53.224203739509086,0.5294732129532905,0.07322226,1600.6223522546754,1916.6240916182978,2850.7591567489926,0.04153018692017361,0.00040991572,0.000108698565,0.00015277462,0.00014999378,0.00014553776,0.00013966054,0.00013267867,0.00012495724,0.00011686353,0.000108760476,0.00010094184,9.364677e-05,8.7027955e-05,8.114036e-05,7.5972195e-05,7.1418785e-05,6.7341636e-05,6.3562926e-05,5.990443e-05,5.6223424e-05,5.2418713e-05
Anjaana Anjaani Ki Kahani_clean.wav,-99.23891,138.01161,-18.889744,37.983353,-11.447139,29.188719,-3.112203,17.126152,-1.1622074,10.469762,0.33267644,6.532422,0.75868803,0.50969565,1.1747125,-1.140449,5.067934,-1.3780605,2.0336118,-3.1928344,0.62706214,0.6829787,0.6732799,0.6458381,0.7173567,0.6231868,0.6094248,0.64165145,0.6840373,0.73117304,0.650178,0.6654627,290.85727,579.5126,342.34183,322.84103,255.4361,129.68,89.012886,55.491035,50.80508,36.457275,22.116123,13.605773,14.549238,17.217543,12.143631,13.824284,10.641517,17.110771,11.125581,9.700424,11.799085,7.559465,6.5410557,5.5867696,7.0626574,5.578478,6.953033,9.743734,8.662278,4.7935653,6.0182805,9.888639,3.7666469,3.4186666,7.084093,6.983402,5.932304,3.1863322,2.149734,3.7115033,5.327775,2.6948206,2.1433778,2.9926274,2.5903625,2.659542,2.9048345,3.6658833,2.3081114,3.6042185,1.6081194,1.2756268,1.6754243,1.4113452,0.8597686,0.7867872,1.2285016,0.83471316,0.7930326,0.6639749,0.6067615,0.85263306,0.94534004,0.57426673,0.4571861,0.5057395,0.4512475,0.4674468,0.35023162,0.39086476,0.34000593,0.36920044,0.264526,0.26496312,0.35485423,0.2798574,0.25726897,0.27892128,0.36649224,0.28642502,0.31218368,0.29185033,0.21634233,0.18045524,0.20889609,0.18416038,0.17354469,0.15763763,0.15625522,0.14147317,0.15399116,0.12617765,0.11883313,0.110367715,0.09624231,0.076201655,0.058397625,0.07398552,0.07748214,0.072486885,0.06260391,0.056282263,0.048771486,0.036048237,0.037293736,0.043171085,0.041240532,0.03714958,0.037205413,0.03359405,0.025991866,0.025403727,0.021180946,0.018602073,0.015080476,0.009863895,0.008665695,0.00703054,0.0048640114,0.00037958418,5.6755147e-05,5.1216477e-05,4.9115682e-05,4.201242e-05,3.9842693e-05,4.2693737e-05,4.0475763e-05,3.844279e-05,16.407784227971554,11.039854491821083,14.273734901613091,16.70673993623423,19.875106002609975,22.449783955186575,37.69621628024851,0.10127272804230666,217.45905502617515,123.26190258581823,0.1004448161806638,0.28644177,2655.5166163493013,3457.7191375064826,6020.01654991826,0.04167498939640916,0.0029769968,0.0006109015,0.0007846645,0.0005767627,0.00031539187,8.488884e-05,-5.8385813e-05,-0.00010516401,-8.690474e-05,-5.1353778e-05,-3.616029e-05,-5.4571985e-05,-9.748508e-05,-0.00014582569,-0.00018323923,-0.00020222798,-0.00020331432,-0.00019138592,-0.00017278199,-0.00015403258,-0.00014020814
At Last_clean.wav,-252.93765,164.84799,-55.93704,46.149635,10.045284,5.936069,1.7516552,-5.502484,10.991948,-14.373311,3.9420054,6.825504,-6.249806,1.5930729,-5.702541,-1.4636225,-4.693605,-5.062943,1.2000101,-3.1323168,0.6495356,0.5178852,0.5306291,0.49573088,0.5673619,0.63215435,0.5378223,0.6119324,0.5376612,0.5851844,0.5708683,0.58305085,0.9688917,4.0318375,10.033282,10.853161,4.6046863,2.089649,4.9806247,5.823858,7.3673325,6.331138,8.50612,3.6582844,1.954935,1.8795015,1.2621009,2.1791117,1.147087,1.2267756,1.2836283,1.2054532,2.3750155,2.8444014,1.425335,1.896639,3.2700505,1.755453,1.4539301,1.7264991,2.3509421,1.9958026,0.9096086,1.7879943,1.9776475,0.8767172,0.5309616,1.1214577,1.0949104,0.63496,0.98284554,1.5054481,1.460829,2.3883753,1.3076621,0.589193,0.9775932,0.87715495,0.534802,0.6334427,0.83534324,0.64631534,0.72982454,0.5136222,0.4543654,0.6873893,0.7257449,0.27369687,0.24612144,0.54817605,0.4000725,0.30240372,0.20116015,0.28223976,0.45968673,0.54104733,0.33652967,0.41220945,0.78564864,0.5442874,0.32555997,0.20764397,0.23899323,0.1806152,0.27194005,0.27289605,0.13986263,0.11129166,0.12667356,0.063907154,0.033985913,0.032772187,0.021127818,0.020535821,0.011802965,0.012816824,0.01568076,0.012512768,0.009295066,0.008619327,0.010776506,0.010017771,0.008932755,0.009606892,0.0083935,0.0075883428,0.00745325,0.006227721,0.0047771786,0.005463554,0.0039348234,0.0026547464,0.0031068812,0.002962938,0.0021635194,0.0007811868,0.0005328438,5.7400688e-05,1.8507011e-05,1.436303e-05,1.5417232e-05,1.7080118e-05,2.2039188e-05,2.1027668e-05,9.7034e-06,4.2480333e-06,2.8238278e-06,1.6359107e-06,1.9459649e-06,2.2821189e-06,9.4688306e-07,5.7743776e-08,6.4234564e-07,1.0377611e-06,1.3643495e-06,2.3163693e-07,3.604647e-08,6.704441e-08,1.3649961e-07,3.9440266e-07,14.45681886550123,12.418759593563621,16.460476780417192,19.77759259052298,19.032038478551723,21.499878533118405,38.395492608086535,0.00635760721655467,239.0861719477362,117.19086332240805,0.46201296657644614,0.07019288,2215.34347600561,2243.6909193105525,4261.022004896889,0.0595227352749103,0.009223936,0.0,0.0,1.2006475e-09,0.0,9.0048563e-10,-1.2006475e-09,1.1406152e-09,-5.4029137e-10,-3.361813e-09,1.8009713e-10,-6.0032374e-10,3.361813e-09,-5.4029137e-10,-1.2006475e-09,-8.4045326e-10,2.401295e-10,-1.3207122e-09,-3.0016187e-10,-2.401295e-10,2.0411008e-09
Billie Jean_clean.wav,-139.6305,113.17269,-4.809341,55.854168,-10.807729,27.60158,-9.050368,19.529913,-7.2157097,12.413524,-3.817199,10.875409,-2.9685137,0.34791508,1.3061695,-0.2793918,3.5977745,-0.890629,5.4094644,-1.1934675,0.6384993,0.708869,0.6438009,0.6248094,0.66191685,0.69010127,0.77163124,0.72005653,0.75276077,0.7391664,0.67424095,0.6587577,28.056255,181.31778,216.62978,106.50755,55.7995,41.02261,19.33728,11.149168,15.77769,9.277977,12.090697,18.11111,17.8319,21.75194,16.602676,14.698146,8.4568405,11.221186,6.3340836,3.1101186,2.8003407,3.3816037,4.1350183,6.9219623,7.8393435,3.6213136,5.481133,5.148602,4.309211,2.7306938,2.1931243,4.3458867,3.5387683,2.384984,3.0065413,3.819716,2.225811,1.3750961,1.4855069,1.6097624,1.5983655,1.7209121,1.4187242,1.3214345,3.0674424,1.8135405,0.7443886,1.0244355,1.1189228,1.4305283,1.3631873,1.2543056,1.2902797,1.0676901,0.88441527,0.6203169,1.2044675,1.1089898,0.9624008,0.95846397,1.1110352,0.7989751,0.7163156,0.59406734,0.502854,0.6212523,0.8672012,0.7930157,0.6882008,0.69892675,0.9309592,1.024272,0.62705433,0.6610177,0.486489,0.44672596,0.47953933,0.40557417,0.4839963,0.47650254,0.3691881,0.40808088,0.3929434,0.3699752,0.41536272,0.48109865,0.4705964,0.45465362,0.44200194,0.40025544,0.3660087,0.3524258,0.34421945,0.36232054,0.3620523,0.2854736,0.20756885,0.20134148,0.19934776,0.18261108,0.18269588,0.16709997,0.1584336,0.14519158,0.14539269,0.17795683,0.18589547,0.19841422,0.20277093,0.18288386,0.14526795,0.13600807,0.11370078,0.10108744,0.093491256,0.08638127,0.08070587,0.0689995,0.05237994,0.0036816152,7.585598e-05,7.887026e-05,7.8180085e-05,7.005094e-05,6.946252e-05,6.856615e-05,6.565243e-05,6.641941e-05,18.9946635472616,10.491612427370026,14.941505834840564,18.329159827466803,19.779332586524013,19.747260598756554,40.52723994969545,0.04189764885586259,91.85128876464938,11.114814625470679,0.23600486446196697,0.1834633,3763.89884382505,3991.4226117532107,8102.891708792441,0.07823784236961084,0.008997921,8.380661e-09,2.993093e-09,-5.3875677e-09,1.1972373e-09,7.782043e-09,-2.9182659e-09,-1.4965466e-10,-1.3468919e-09,2.4131814e-09,2.3196471e-09,-1.0475826e-09,1.2346509e-09,7.1085965e-10,-4.4148125e-09,1.8706833e-11,-3.3672298e-09,9.1663477e-10,-2.3009403e-09,2.8434386e-09,1.7210285e-09
