filename,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_mean_14,mfcc_mean_15,mfcc_mean_16,mfcc_mean_17,mfcc_mean_18,mfcc_mean_19,mfcc_mean_20,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,mfcc_std_13,mfcc_std_14,mfcc_std_15,mfcc_std_16,mfcc_std_17,mfcc_std_18,mfcc_std_19,mfcc_std_20,mfcc_var_1,mfcc_var_2,mfcc_var_3,mfcc_var_4,mfcc_var_5,mfcc_var_6,mfcc_var_7,mfcc_var_8,mfcc_var_9,mfcc_var_10,mfcc_var_11,mfcc_var_12,mfcc_var_13,mfcc_var_14,mfcc_var_15,mfcc_var_16,mfcc_var_17,mfcc_var_18,mfcc_var_19,mfcc_var_20
Song 2_clean.wav,-119.697136,135.8163,-44.756462,47.73765,-2.1653965,23.240538,-15.034927,15.100208,-6.0147843,8.887022,-8.600034,-0.96529675,-1.2818986,0.6824429,-5.8594055,-6.594448,-1.5495156,-4.442644,-1.5337684,-8.680687,121.97744,30.131168,22.03485,17.263655,13.972023,17.440584,13.102589,11.749335,7.748988,10.009311,7.169532,8.886533,6.2999916,8.6526985,6.353417,6.134113,5.6899424,5.2229643,5.6863093,5.475621,14878.496,907.8873,485.5346,298.03378,195.21742,304.17395,171.67784,138.04689,60.046814,100.1863,51.402187,78.97046,39.689896,74.86919,40.365906,37.62734,32.375443,27.279354,32.334114,29.98243
Stand By Me_clean.wav,-264.29688,157.94942,-9.234782,26.033371,2.424925,16.672447,0.646534,2.9059572,3.3005874,4.6638227,0.39474934,-1.5296313,-0.45949578,1.9596142,4.3968077,-2.9395955,-2.4863284,0.9919943,3.2506456,-3.7788677,92.11784,34.35512,32.892075,16.523178,20.412542,13.008963,12.267614,11.3152275,9.069064,8.792131,9.970983,8.501714,8.918164,9.154955,8.557309,8.306357,7.4864,7.861811,7.75513,7.938421,8485.697,1180.2743,1081.8885,273.0154,416.6719,169.23311,150.49435,128.03438,82.24792,77.30157,99.420494,72.27913,79.53365,83.813194,73.22754,68.99557,56.046185,61.808075,60.142036,63.018528
Stay With Me_clean.wav,-197.12459,170.80313,7.4305997,23.550776,0.03162295,16.58992,5.413394,8.745364,3.41107,5.8581405,1.5590681,1.494021,4.127504,0.7401613,3.3713923,2.4449303,1.3108473,1.6738125,5.3380194,-2.2711403,101.45721,44.770264,31.388893,24.243505,17.47553,15.89265,11.357577,10.348786,8.906408,10.560587,8.528497,8.892134,8.221566,8.61213,7.8419175,8.480148,8.786971,7.504195,7.6603,9.041304,10293.565,2004.3766,985.2626,587.74756,305.3942,252.57631,128.99457,107.09738,79.32411,111.52599,72.73526,79.070045,67.594154,74.168785,61.49567,71.91292,77.21086,56.312946,58.680195,81.74517
Still DRE_clean.wav,-119.86034,129.39378,-19.736885,30.290354,-17.67152,15.737938,-15.101301,8.160326,-2.109346,11.6067095,2.4559824,9.384046,-0.10005936,-0.61460495,2.0810745,4.0220704,7.5870447,1.8382962,7.0332084,-1.2481959,98.52305,43.834198,22.94796,26.390741,21.89903,18.525148,16.012766,15.018952,14.089092,11.913144,13.303278,10.167128,9.68898,8.526667,8.389187,8.941695,9.239874,8.069689,7.513898,7.4327803,9706.791,1921.4369,526.6089,696.4712,479.5675,343.18112,256.4087,225.56894,198.50252,141.923,176.9772,103.37049,93.876335,72.70404,70.37846,79.95392,85.37527,65.11987,56.458664,55.24622
Subhanallah_clean.wav,-190.08353,129.37068,3.3743818,38.924644,-20.453836,31.010382,-21.101677,15.639754,-16.642538,4.9365525,-6.358898,10.846487,-7.438627,-1.7157403,-1.3642476,-1.7253315,4.1392045,-4.7469473,0.57053924,-5.8964562,84.15114,25.466988,19.36091,17.591228,18.008585,14.505423,14.745158,16.79444,13.489549,11.733247,10.768749,13.702432,10.42011,12.054314,10.391806,9.888601,9.603914,9.658869,10.009518,9.816616,7081.4136,648.56744,374.84485,309.4513,324.3091,210.40729,217.41968,282.05322,181.96793,137.66908,115.965965,187.75664,108.57868,145.30649,107.98963,97.78444,92.23517,93.293755,100.19044,96.36596
Sugar_clean.wav,-120.629684,143.14868,-27.948513,24.649853,-17.119673,10.954929,-12.3463545,7.080429,-5.7072196,6.5561543,-2.8440316,3.0061643,-1.9563266,-0.9493979,2.0386496,-1.740196,-0.8811778,-3.6651664,-0.36071873,-6.506366,103.42471,34.256325,28.822098,27.410938,20.214062,18.296844,12.814092,14.384023,10.081828,10.94514,8.794203,8.597577,7.320977,7.14779,6.980467,7.4753504,6.6582065,6.5896235,6.6481457,6.6652136,10696.671,1173.4957,830.7133,751.3595,408.6083,334.77454,164.20094,206.9001,101.643265,119.79609,77.338005,73.91833,53.59671,51.0909,48.726917,55.880863,44.33171,43.423138,44.197838,44.42507
Summer of 69_clean.wav,-81.126686,157.79097,-44.178864,36.86002,-10.2477,22.500778,-14.396769,16.45302,-5.956901,9.175746,-0.62437,7.9851832,1.6799402,-0.977306,1.3839822,-3.737749,0.9561794,-4.861323,-0.89162624,-5.530896,75.83356,29.248827,27.847023,18.579119,19.537241,14.660573,14.044683,11.901563,11.6186905,10.538044,9.5999975,8.45446,7.9608088,8.401307,6.7993193,7.013635,6.4551225,6.343428,7.1982117,8.094032,5750.7285,855.49384,775.45667,345.18365,381.70377,214.9324,197.25314,141.6472,134.99397,111.05038,92.15995,71.47789,63.374474,70.58196,46.230743,49.19108,41.668606,40.23908,51.81425,65.51335
Sweet Child O Mine_clean.wav,-197.48318,146.70222,-54.227867,42.416092,-7.255233,16.137997,-13.879556,12.579643,-9.2128725,3.88308,-5.491003,-2.3004615,0.14299579,-2.147179,-2.6879525,-1.4138901,-5.2181478,-6.890428,-0.34822515,-6.258448,103.280594,36.852043,23.735111,15.559276,13.733966,15.129938,11.124123,11.148845,10.139013,10.448756,9.422725,10.594483,7.5642705,6.8898816,7.056153,6.9958043,7.5156293,7.2591867,6.7960153,7.5012712,10666.881,1358.0731,563.3555,242.09105,188.62181,228.91502,123.74609,124.29673,102.7996,109.17651,88.78774,112.24307,57.218185,47.470467,49.789295,48.94128,56.484684,52.695793,46.18582,56.26907
The Imperial March_clean.wav,-241.00284,162.6121,-25.985598,21.000704,-0.7147705,16.468582,-4.2850614,5.9751277,-2.7726805,1.1561273,-1.8448035,-0.6875479,-3.0625353,-5.1365347,-2.8889935,-4.0866723,-3.135549,-3.7493742,-1.18829,-4.2902207,115.05117,43.099987,30.899715,19.712526,19.135302,13.6349945,13.085988,11.348045,9.997111,8.851328,8.61588,8.453686,8.676228,8.646505,8.088725,7.9161706,7.857212,7.594725,7.387733,7.3003745,13236.771,1857.6089,954.7924,388.58368,366.15976,185.91307,171.24307,128.77814,99.94223,78.34601,74.23339,71.4648,75.27693,74.762054,65.427475,62.66576,61.735783,57.67985,54.5786,53.295467
Thinking out Loud_clean.wav,-187.24518,139.82314,-3.7506402,38.709614,6.991099,22.019426,-1.0074195,5.551886,-2.3244114,4.2296515,-2.5991545,3.7560883,-0.67769885,-0.45016506,0.91126037,-5.557779,-0.6009358,-2.2513072,-0.056821942,-2.7264771,115.015465,45.751026,31.577877,21.052385,22.027802,15.307454,13.308367,10.990213,10.449917,10.12237,10.508159,10.922002,8.345685,7.5251136,7.446513,8.1628275,7.5206904,7.8625383,8.226939,9.120095,13228.557,2093.1565,997.16235,443.20294,485.22406,234.31815,177.11263,120.78478,109.20076,102.46237,110.421394,119.290115,69.65046,56.627335,55.45056,66.63175,56.560787,61.81951,67.68253,83.17613
This Is Me_clean.wav,-275.702,119.95386,-7.0047927,24.812632,-5.342108,11.62899,0.07334725,10.7899685,0.63782036,2.6055253,2.7887514,6.470127,2.5394697,0.42809722,1.6086508,-1.830505,0.1798143,-0.60109055,1.451353,-0.764995,125.45253,45.256268,27.779766,18.312849,14.304013,14.393088,9.413545,12.179351,7.9047103,9.157036,8.6779785,9.477405,9.059665,9.317794,9.182395,6.5759096,6.70706,6.9368677,6.922515,6.8419,15738.337,2048.1296,771.7154,335.36044,204.60478,207.161,88.61483,148.3366,62.484447,83.8513,75.30731,89.821205,82.07752,86.82129,84.31638,43.242584,44.98465,48.120136,47.92121,46.811596
Thriller_clean.wav,-201.95288,138.00616,-31.263083,23.42951,-8.396482,8.12919,-4.3830547,-0.6993223,-3.774555,0.20110169,-2.536505,-3.132606,-1.1894779,-2.87055,-0.111047745,-5.440448,0.9291067,-1.0902432,-0.5663354,-2.7721906,123.48385,48.609005,32.63406,26.17628,23.895885,16.880585,13.982474,12.613679,11.882,10.68682,8.819279,8.954274,8.413185,9.026745,8.200402,7.864548,7.6424146,7.7005963,6.752602,6.9498696,15248.261,2362.8354,1064.9819,685.1976,571.01337,284.95416,195.50958,159.1049,141.18193,114.208115,77.77968,80.17903,70.78168,81.48212,67.246605,61.85112,58.406498,59.299187,45.597637,48.30069
Turn! Turn! Turn!_clean.wav,-154.78671,160.23389,-63.93958,54.311943,-8.193826,28.356134,-8.096944,4.81283,1.9537988,-9.518356,6.634193,-3.1477807,9.053371,-7.190923,0.8024896,-3.6519833,-2.7217593,-2.0121686,-9.790873,-1.8082244,94.4088,35.912434,21.73002,20.098103,18.390177,13.563251,9.477731,10.277491,8.08825,8.961645,8.120933,7.9340014,7.3296127,6.8632975,7.068378,6.774884,6.487571,6.3596177,6.5706015,5.6702085,8913.021,1289.7029,472.19382,403.93375,338.1986,183.96178,89.82738,105.626816,65.41979,80.31109,65.94954,62.94838,53.723225,47.10485,49.961967,45.899055,42.088577,40.44474,43.172806,32.151264
Unchained Melody_clean.wav,-177.34354,166.16348,-41.386227,44.73333,-13.517821,12.941104,5.020946,-6.230204,6.9175196,-2.5371807,1.5447912,-4.397127,-2.8015668,-5.3260303,-4.889812,-1.1162632,-1.3681498,-1.9003769,-1.1863223,-5.001806,80.682144,27.480839,29.95183,17.848156,18.481419,13.089437,9.19269,9.753523,9.805933,11.370954,9.872618,8.882255,9.257554,9.481351,8.884758,7.8401093,7.8866596,7.8947153,7.392948,7.3745995,6509.6084,755.1965,897.1121,318.55664,341.56287,171.33336,84.50555,95.13121,96.15632,129.29858,97.468575,78.89444,85.70231,89.89601,78.93893,61.467316,62.1994,62.32653,54.655685,54.38472
Viva la Vida_clean.wav,-239.20706,164.69786,-32.79967,34.794617,-0.6810033,16.933771,-5.869185,5.5763702,-6.112773,2.9863718,-5.3446693,1.8834921,2.4191449,-2.736786,-0.5315619,-0.69613874,-1.787662,-2.5127797,1.9470456,-4.5777736,78.5434,29.33186,14.672165,16.487617,14.515861,12.139079,9.518336,10.913728,8.472729,12.845906,11.498321,9.419959,8.287912,7.9504375,7.5802994,7.350493,7.151381,6.6402416,7.471474,7.6475186,6169.066,860.358,215.27242,271.84155,210.7102,147.35724,90.598724,119.10945,71.787125,165.0173,132.21138,88.735634,68.68948,63.209457,57.460938,54.029743,51.14225,44.092808,55.82293,58.484543
What A Wonderful World_clean.wav,-279.29095,181.02722,-5.3474054,29.386974,-12.583791,21.685646,-12.445156,1.6752098,-0.9002939,-2.2607987,3.510466,-4.4144144,0.80448705,-5.295279,1.6189152,-5.5571465,2.9727995,1.8294665,2.0261135,0.66537666,78.11502,34.72146,22.584711,19.91234,18.275764,16.591145,14.863715,10.988255,10.580891,9.6636,9.683161,9.921174,8.936337,8.61623,9.988604,9.040005,8.037672,8.60197,8.558998,8.47442,6101.9565,1205.5796,510.0692,396.5013,334.0036,275.26605,220.93004,120.74174,111.95524,93.38517,93.763596,98.42969,79.85813,74.23942,99.772194,81.72169,64.60417,73.99388,73.25645,71.81578
Africa_clean.wav,-143.5827,140.61604,-9.128209,38.42994,-7.9990945,22.512611,-8.861527,11.142527,-7.8736,7.7483172,-7.8650837,6.989305,-0.16996713,0.8191232,2.3030357,-1.8260872,1.6864173,-2.8888857,3.4162092,-3.067205,87.01867,33.248177,24.744413,18.218252,14.197658,13.765562,11.767219,11.084561,9.560704,9.340303,9.014337,9.110286,7.4825745,7.786756,7.221068,6.928695,6.9277797,6.503792,7.167171,6.7301846,7572.249,1105.4412,612.28595,331.9047,201.57347,189.49069,138.46744,122.86749,91.40706,87.24127,81.25826,82.997314,55.988922,60.633568,52.14382,48.006817,47.99413,42.299305,51.368343,45.295387
Alag Aasmaan_clean.wav,-236.47974,154.66835,5.718587,27.85007,8.92019,15.929293,-14.482835,-8.3567,-1.6303406,-5.2757616,-6.2404222,0.90816504,-9.426479,-6.121828,0.96621734,-10.731281,-5.802076,2.906994,-0.6101055,-2.5698576,98.41954,49.276215,20.80562,18.932402,17.692974,17.588417,14.328609,13.109162,13.086568,12.415173,11.271216,9.9664545,9.183733,8.63937,10.786043,9.453169,8.831828,8.802809,9.892141,9.273409,9686.406,2428.1455,432.8738,358.43585,313.04135,309.35242,205.30904,171.85013,171.25826,154.1365,127.04033,99.33021,84.34096,74.63872,116.33874,89.362404,78.00118,77.48945,97.854454,85.99612
End of Beginning_clean.wav,-150.11967,143.85164,-13.603312,47.622635,-3.0945404,21.936794,-3.7000885,11.54007,-2.2829726,8.063268,2.7519622,6.356007,1.7785497,2.774945,5.6254377,-1.9997915,4.293227,-0.4549467,0.8163136,-1.4994812,108.10557,38.75846,25.827946,21.873465,17.31739,13.126238,14.254255,10.561476,10.558585,10.32822,8.638525,8.3472595,7.126261,6.76004,6.9146996,8.650879,7.4799857,8.238314,7.703565,6.6659627,11686.813,1502.2183,667.08276,478.44846,299.892,172.29811,203.18379,111.54478,111.48372,106.67213,74.624115,69.67674,50.7836,45.698135,47.813072,74.8377,55.950184,67.86981,59.344913,44.43506
Gangnam Style_clean.wav,-99.4087,121.85836,-25.33647,41.518673,-14.139457,24.710741,-9.3484335,15.6053095,-7.001277,13.523815,-1.6857152,11.294254,3.682277,6.240044,3.7057855,2.1832137,3.8888547,-0.057459034,3.7414596,-3.8081248,116.37551,43.5445,43.57996,20.37901,19.415806,14.503694,13.378921,13.186558,12.349479,10.587778,9.530305,9.967272,8.543083,8.099152,7.651743,8.042536,7.1331286,6.786721,7.053364,7.52058,13543.26,1896.1233,1899.2129,415.304,376.97348,210.35712,178.99551,173.8853,152.50961,112.101036,90.826706,99.34651,72.984276,65.59626,58.549168,64.68238,50.881527,46.059586,49.749943,56.55912
Gulabi Aankhen_clean.wav,-133.26651,137.26144,-13.16894,33.83295,-7.707341,21.41796,-14.302302,11.125825,-3.21483,6.4104013,-12.075036,5.9089656,-1.3877828,0.25687936,0.5941789,1.9148461,0.7289607,-4.0087166,3.541708,-5.5808945,90.28865,20.76167,20.826601,15.472738,17.066381,16.268692,12.282084,14.496756,10.550511,13.40146,10.416604,10.155977,7.9273996,9.169853,7.778861,8.229062,8.162009,7.626715,7.549573,7.477698,8152.041,431.0469,433.74734,239.40564,291.26135,264.67032,150.84961,210.15591,111.31329,179.59912,108.50563,103.14388,62.843666,84.086205,60.51068,67.71746,66.61839,58.166786,56.99605,55.915966
Hai Apna Dil To Aawara_clean.wav,-137.30464,139.6092,-23.234009,36.610687,1.871449,22.889927,-5.632412,10.990987,0.2086279,5.1175437,-2.930331,8.104963,0.41018566,-2.499777,1.8856262,-1.5176524,2.035436,0.6760169,1.1319926,-3.6376984,93.13359,36.462494,18.481627,19.543648,16.900393,15.207197,13.892061,13.091255,10.621181,10.848455,10.391725,10.853374,9.001307,9.676059,8.006872,8.375461,8.950602,7.3311157,7.464096,8.086239,8673.866,1329.5135,341.57053,381.95416,285.62326,231.25883,192.98936,171.38097,112.80948,117.688995,107.987946,117.79572,81.02352,93.62612,64.11001,70.14834,80.11327,53.745255,55.71273,65.38726
Hips Dont Lie_clean.wav,-146.28635,136.6792,-44.832443,43.904236,-10.4152975,21.290686,-9.174559,9.770547,-6.5002117,4.783223,0.31797197,1.5955708,0.4888206,-2.9575822,1.4565928,-1.6109219,1.1515957,-3.344652,1.1631634,-2.1556427,72.3453,30.821894,21.5572,22.088953,15.83916,17.018112,12.445172,13.502068,9.963121,10.526922,9.858535,8.871008,9.676599,8.86347,8.268208,8.527574,8.088142,8.076882,8.5875025,8.55745,5233.8423,949.9891,464.71286,487.9218,250.87898,289.61615,154.88232,182.30583,99.263794,110.816086,97.190704,78.694786,93.636566,78.561104,68.36325,72.71951,65.41805,65.23603,73.7452,73.22995
Ikk Kudi_clean.wav,-162.70055,142.43727,5.5588984,34.440983,0.06582319,24.43281,-5.248742,1.5001874,-7.5649157,6.677712,-14.491019,-0.62420756,1.9432799,-0.68927836,-3.4579358,-6.2143936,0.015334018,-6.17951,-1.7045538,-3.4384031,76.68951,32.21184,24.345104,21.425262,18.70825,16.09664,14.566344,17.493649,12.832543,16.065401,12.752089,11.825319,10.048736,11.225279,10.887632,10.4113455,9.8721,9.89636,9.879554,10.160172,5881.281,1037.6028,592.6841,459.0419,349.9986,259.1018,212.17839,306.02777,164.67418,258.0971,162.61575,139.83818,100.97708,126.00688,118.540535,108.39611,97.45836,97.93796,97.60559,103.2291
Karma Police_clean.wav,-215.13174,148.71465,-13.020192,43.226482,-6.6684356,28.423454,-5.847687,16.859785,-2.3881261,6.720371,-4.0800138,5.1743813,-1.8959583,0.56157005,1.1442329,-1.3388895,4.1023774,-1.541794,1.2169068,-4.611102,83.24707,30.173752,21.494589,19.53462,19.811037,14.170683,12.93769,12.676473,10.003446,10.621619,8.476963,10.160639,7.5516486,7.300009,7.0506973,6.473874,6.8405714,7.402919,6.8323617,6.5690646,6930.074,910.45526,462.01733,381.6014,392.47717,200.80826,167.38382,160.69296,100.068924,112.818794,71.85891,103.23858,57.027393,53.29013,49.712334,41.911045,46.79342,54.803204,46.681164,43.15261
Rap God_clean.wav,-164.2739,140.65512,-35.46596,33.888004,-11.492064,29.239733,-12.071657,7.817313,-1.2025286,2.1678827,-3.688891,3.118069,3.5440252,3.5497518,3.7314413,1.0456351,2.517157,-1.1953381,2.1100755,-3.537655,81.63694,40.337944,20.756596,22.7727,19.407526,15.815146,13.446812,13.771607,12.313423,12.032027,11.023628,10.073441,9.969571,8.958571,8.813157,8.776121,8.413575,7.3594356,7.8146234,7.487063,6664.5894,1627.1497,430.83624,518.5958,376.65207,250.11885,180.81674,189.65718,151.62039,144.76968,121.520386,101.474205,99.39235,80.256,77.67174,77.0203,70.78825,54.161293,61.06834,56.056114
Runaway-Arora_clean.wav,-223.28577,155.2691,6.8554597,20.800188,-0.20336448,13.687639,-8.685184,15.109677,5.1566067,-6.326251,6.523847,-0.5274242,0.9210449,-1.5506262,0.9337251,-1.401338,2.0126302,-0.91714346,-3.618701,3.2907777,108.646805,41.15626,33.339672,22.88421,20.312157,17.136621,16.04924,15.362759,11.475768,13.239071,13.799926,9.618739,10.56145,9.392843,9.563743,8.835561,9.113143,10.384861,9.861361,9.577321,11804.128,1693.8379,1111.5337,523.68713,412.5837,293.66382,257.5781,236.01436,131.69325,175.273,190.43794,92.52014,111.54423,88.22551,91.46518,78.06714,83.04937,107.84534,97.24644,91.72508
Runaway-Kanye_clean.wav,-225.56679,148.6709,-10.966697,37.038486,-3.6332664,22.17751,6.9974103,11.229491,3.2960403,3.8585384,0.3000924,3.8758912,3.6530366,5.1067915,4.1138725,-0.85192496,1.2286333,-0.1269689,1.6712282,-1.3651001,108.38757,37.266483,32.84762,28.664906,16.441929,14.998846,13.717696,10.92691,9.723655,9.053205,9.169537,7.9107995,8.242644,8.145411,8.43191,8.359904,7.5101414,6.826626,6.454826,7.028817,11747.866,1388.7906,1078.9661,821.6768,270.337,224.9654,188.1752,119.39736,94.54946,81.96051,84.08041,62.58075,67.94118,66.34771,71.09709,69.888,56.402225,46.602818,41.664776,49.404274
Take Me Home Country Roads_clean.wav,-182.04086,166.32123,-52.290382,45.21838,-3.5924754,1.7168466,-10.963253,2.6685646,-1.5316623,-10.004378,-0.8159579,-4.818718,-5.4579215,-5.4298453,-3.3645003,-7.9431705,-6.1757026,-0.6856689,-5.120562,-7.6214943,99.33475,41.03323,25.276484,16.091436,18.930141,15.9214525,12.785933,10.09455,8.19152,9.1617985,8.225288,7.892802,7.4728928,7.5588984,7.0034943,7.47589,8.192897,8.350396,7.388183,8.223926,9867.393,1683.726,638.90063,258.93433,358.35022,253.49265,163.48007,101.89995,67.101,83.93855,67.65537,62.29632,55.844124,57.136948,49.048935,55.888935,67.123566,69.72911,54.58525,67.63296
Taki Taki_clean.wav,-155.42975,107.2333,-28.18632,21.121645,-11.205206,13.428742,-13.397397,13.471128,-5.063125,7.8412623,3.6895506,6.5915565,7.862507,7.4701076,4.1078935,-0.5861529,0.51597124,-3.8021114,-2.261482,-2.7183654,111.24115,36.389454,35.16837,27.875483,22.274693,21.954994,22.520672,18.966928,17.319515,15.867647,14.438718,15.560064,13.342657,11.392081,11.82309,11.503325,10.465524,10.6661825,10.4598875,9.496786,12374.593,1324.1924,1236.8143,777.04254,496.16193,482.02176,507.1807,359.7444,299.96558,251.78224,208.47658,242.11562,178.0265,129.77953,139.78545,132.32649,109.52718,113.76744,109.40925,90.18894
Waka Waka_clean.wav,-256.6223,116.5917,-16.147388,53.16872,3.3564558,21.295145,-0.83862054,16.343075,0.7500119,2.547884,5.418477,11.479962,-2.7480555,-3.0473723,4.9965925,1.8589292,1.484679,-3.2861521,-0.2436287,-0.7519547,96.938866,40.888638,43.07459,33.47678,28.520754,23.698614,23.613073,18.187023,16.893854,17.690756,16.680157,15.254735,12.837374,13.369116,14.276821,12.825385,12.356629,12.78312,12.668403,13.432107,9397.144,1671.8807,1855.4203,1120.6947,813.43335,561.6243,557.5773,330.7678,285.4023,312.96286,278.2276,232.70694,164.79817,178.73325,203.82762,164.4905,152.6863,163.40817,160.48842,180.4215
Zombie_clean.wav,-118.8665,134.55165,-29.95092,51.432808,7.365241,30.97691,-17.27594,24.930164,-1.8781178,11.916292,-2.415955,3.2313006,0.076005995,3.3770385,-3.3043265,-5.20848,-2.5759375,-5.7035036,1.2874459,-5.2015157,84.05123,29.852755,26.984478,23.516909,17.93956,12.576841,12.930783,12.652912,10.871361,11.164161,10.860431,8.360919,7.089038,7.0602965,6.9144397,7.184636,7.512621,6.637706,8.6405325,7.744551,7064.6094,891.18695,728.16205,553.045,321.8278,158.17694,167.20515,160.09618,118.186485,124.63849,117.94896,69.90496,50.254456,49.847786,47.809475,51.618996,56.439472,44.05914,74.658806,59.978073
lovely_clean.wav,-225.68265,166.76952,6.7414813,30.633234,-1.8768375,13.180617,-14.357167,8.606718,-6.397239,-0.5152611,-5.9437127,-1.8679932,-6.1028147,-3.3308322,0.39164305,-3.992822,-1.0755332,-3.2434404,3.2365587,0.7651072,95.540115,38.275867,29.819355,19.75366,16.379242,15.143388,14.815287,11.438242,13.051515,10.162596,10.394731,10.182357,10.314429,8.80199,9.829056,8.151568,9.268031,9.454982,9.034748,8.310411,9127.913,1465.042,889.1939,390.20706,268.27954,229.32219,219.4927,130.83337,170.34204,103.27835,108.05043,103.68039,106.38746,77.47502,96.61033,66.448074,85.89639,89.39668,81.62667,69.062935
